CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2023-01-08 02:59:49.6166619,C:\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo,2444,A2CB6FE4F8EF48F1813233D94D27952B5E9AF14B,False,2022-12-11 06:32:29.7050360,2023-01-08 01:03:28.9293467,2023-01-08 01:03:28.9293467,00:00:00
2023-01-08 02:59:49.6322864,C:\Windows\System32\Tasks\Microsoft\Windows\Network Controller\SDN Diagnostics Task,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Network Controller\SDN Diagnostics Task,3220,52946E1033899727568566D588E86241CB3EBFE8,False,2022-12-11 06:32:29.3925141,2023-01-08 01:03:27.6793476,2023-01-08 01:03:27.6793476,00:00:00
2023-01-08 02:59:49.6322864,C:\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Background Synchronization,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Background Synchronization,3170,1099123C1B7674CF4756F54F86BBEC4493405ED0,False,2022-12-11 06:32:29.9237986,2023-01-08 01:03:29.6324790,2023-01-08 01:03:29.6324790,00:00:00
2023-01-08 02:59:49.6322864,C:\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Logon Synchronization,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Logon Synchronization,2840,B7219D87385E138B827BC7E3A0A9B67BA7897C24,False,2022-12-11 06:32:29.5487855,2023-01-08 01:03:27.8043979,2023-01-08 01:03:27.8043979,00:00:00
2023-01-08 02:59:49.6322864,C:\Windows\System32\Tasks\Microsoft\Windows\PI\Secure-Boot-Update,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\PI\Secure-Boot-Update,3060,BE45FFE982A07CDFBD807F047C6F86ECE8C2B078,False,2022-12-11 06:32:29.5800235,2023-01-08 01:03:27.9137240,2023-01-08 01:03:27.9137240,00:00:00
2023-01-08 02:59:49.6479122,C:\Windows\System32\Tasks\Microsoft\Windows\PI\Sqm-Tasks,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\PI\Sqm-Tasks,2880,AE7CDFE55F3570B54DDD18DDC866A56793473BDE,False,2022-12-11 06:32:29.8144426,2023-01-08 01:03:29.3043502,2023-01-08 01:03:29.3043502,00:00:00.0156258
2023-01-08 02:59:49.6479122,C:\Windows\System32\Tasks\Microsoft\Windows\PLA\Server Manager Performance Monitor,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\PLA\Server Manager Performance Monitor,11400,953D68F5E6947469560555EF81B2F3485AD8C604,False,2022-12-11 06:32:29.3769005,2023-01-08 01:03:27.6793476,2023-01-08 01:03:27.6793476,00:00:00
2023-01-08 02:59:49.6479122,C:\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Device Install Group Policy,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Device Install Group Policy,2972,60F2123D86D27A00E43185711F27DD7492A632CE,False,2022-12-11 06:32:29.7832157,2023-01-08 01:03:29.1793503,2023-01-08 01:03:29.1793503,00:00:00
2023-01-08 02:59:49.6479122,C:\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Device Install Reboot Required,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Device Install Reboot Required,3028,B15BA293EB3C082EC7BE37DFD3ADB872C4BFCAE1,False,2022-12-11 06:32:29.5644143,2023-01-08 01:03:27.8824704,2023-01-08 01:03:27.8824704,00:00:00
2023-01-08 02:59:49.6635367,C:\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers,2338,EA0D65BA6E999FBAEA3B9D4EF9EA450459B272ED,False,2022-12-11 06:32:29.6269319,2023-01-08 01:03:28.0856005,2023-01-08 01:03:28.0856005,00:00:00.0156245
